,File Type,Directory,File Name,Functions,Imports
667,Javascript,chrome/content/zotero/xpcom,prefs.js,"['get', 'set', 'register', 'unregister', 'observe']",[]
668,Javascript,chrome/content/zotero/xpcom,profile.js,[],[]
669,Javascript,chrome/content/zotero/xpcom,progressQueue.js,[],[]
670,Javascript,chrome/content/zotero/xpcom,progressQueueDialog.js,"['_onWindowLoaded', '_updateProgress']",[]
671,Javascript,chrome/content/zotero/xpcom,progressWindow.js,"['add', 'tile', 'remove', '_onWindowLoaded', '_move', '_timeout', '_disableTimeout', '_onMouseOver', '_onMouseOut', '_onMouseUp', '_deferUntilWindowLoad']",[]
672,Javascript,chrome/content/zotero/xpcom,prompt.js,[],[]
673,Javascript,chrome/content/zotero/xpcom,proxy.js,[],[]
674,Javascript,chrome/content/zotero/xpcom,quickCopy.js,"['sort', '_loadNoteOutputFormat', '_preloadFormat']",[]
675,Javascript,chrome/content/zotero/xpcom,reader.js,"['getKOReaderInput', 'getCalibreInput', 'selectFile', 'handleKeyDown', 'appendItems']",[]
676,Javascript,chrome/content/zotero/xpcom,recognizeDocument.js,"['_processQueue', '_processItem', 'extractPDFJSON', '_promiseTranslate', '_query', '_recognize', '_recognizePDF', '_recognizeEPUB', '_translateEPUBMetadata', '_getFirstSectionDocuments', '_getDOIsFromDocument', '_getISBNFromDocument', '_getBaseURL']",[]
677,Javascript,chrome/content/zotero/xpcom,report.js,"['_getCSSDataURI', '_generateMetadataTable', '_generateTagsList', '_generateAttachmentsList', 'getNoteHTML', 'escapeXML']",[]
678,Javascript,chrome/content/zotero/xpcom,retractions.js,[],[]
679,Javascript,chrome/content/zotero/xpcom,router.js,[],[]
680,Javascript,chrome/content/zotero/xpcom,schema.js,"['listener', '_readGlobalSchemaFromFile', '_readGlobalSchemaFromDB', '_globalSchemaVersionCompare', '_updateGlobalSchema', '_loadGlobalSchema', '_reloadSchema', '_updateCustomTables', '_updateBundledFilesAtLocation', 'fix', '_getSchemaSQLVersion', '_getSchemaSQL', '_getDropCommands', '_initializeSchema', '_updateDBVersion', '_updateSchema', '_updateCompatibility', '_checkClientVersion', '_getLastClientVersion', '_updateLastClientVersion', '_handleRepositoryResponse', '_showRepositoryMessage', '_checkRepositoryPrefs', '_setRepositoryTimer', '_translatorXMLToFile', '_styleXMLToFile', '_migrateUserDataSchema', 'resolveLibrary', 'resolveGroup', '_migrateUserData_80_filePaths', '_migrateUserData_80_relations', 'resolveLibrary', 'resolvePredicate', '_fixSciteValues']",[]
681,Javascript,chrome/content/zotero/xpcom,server.js,"['_registerOnlineObserver', 'onSocketAccepted', 'onStopListening']",[]
682,Javascript,chrome/content/zotero/xpcom,server_integration.js,[],[]
683,Javascript,chrome/content/zotero/xpcom,session.js,[],[]
684,Javascript,chrome/content/zotero/xpcom,singlefile.js,[],[]
685,Javascript,chrome/content/zotero/xpcom,standalone.js,['AMOStreamListener'],[]
686,Javascript,chrome/content/zotero/xpcom,storage.js,['error'],[]
687,Javascript,chrome/content/zotero/xpcom/storage,storageEngine.js,[],[]
688,Javascript,chrome/content/zotero/xpcom/storage,storageLocal.js,[],[]
689,Javascript,chrome/content/zotero/xpcom/storage,storageRequest.js,[],[]
690,Javascript,chrome/content/zotero/xpcom/storage,storageResult.js,[],[]
691,Javascript,chrome/content/zotero/xpcom/storage,storageUtilities.js,[],[]
692,Javascript,chrome/content/zotero/xpcom/storage,webdav.js,['requestObserver'],[]
693,Javascript,chrome/content/zotero/xpcom/storage,zfs.js,[],[]
694,Javascript,chrome/content/zotero/xpcom,streamer.js,[],[]
695,Javascript,chrome/content/zotero/xpcom,style.js,[],[]
696,Javascript,chrome/content/zotero/xpcom,sync.js,"['clear', 'resetClient', '_checkResponse', '_checkServerLock', '_generateAutoChangeAlertMessage', '_generateAutoChangeLogMessage', '_generateCollectionItemMergeAlertMessage', '_generateCollectionItemMergeLogMessage', '_generateTagItemMergeAlertMessage', '_generateTagItemMergeLogMessage', '_xmlize']",[]
697,Javascript,chrome/content/zotero/xpcom/sync,syncAPIClient.js,[],[]
698,Javascript,chrome/content/zotero/xpcom/sync,syncEngine.js,[],[]
699,Javascript,chrome/content/zotero/xpcom/sync,syncEventListeners.js,[],[]
700,Javascript,chrome/content/zotero/xpcom/sync,syncExceptions.js,[],[]
701,Javascript,chrome/content/zotero/xpcom/sync,syncFullTextEngine.js,[],[]
702,Javascript,chrome/content/zotero/xpcom/sync,syncLocal.js,['normalizeHTML'],[]
703,Javascript,chrome/content/zotero/xpcom/sync,syncRunner.js,"['onStart', '_queueSyncOptions', 'buttonCallback', 'addEventHandlers', '_addTooltipMessage', '_updateSyncStatusLabel', '_stopCheck', '_cancellerReceiver']",[]
704,Javascript,chrome/content/zotero/xpcom/sync,syncUtilities.js,[],[]
705,Javascript,chrome/content/zotero/xpcom,syncedSettings.js,[],[]
706,Javascript,chrome/content/zotero/xpcom,timeline.js,[],[]
708,Javascript,chrome/content/zotero/xpcom/translation,translate_firefox.js,"['isWrappable', 'isWrapper', 'unwrapIfWrapped', 'wrapIfUnwrapped', 'isObjectOrArray', 'waiveXraysIfAppropriate', 'doApply', 'wrapPrivileged', 'unwrapPrivileged', 'ExposedPropsWaiverHandler', 'SpecialPowersHandler', 'wrapIfExists', 'flt']",[]
709,Javascript,chrome/content/zotero/xpcom/translation,translate_item.js,[],[]
710,Javascript,chrome/content/zotero/xpcom/translation,translators.js,"['cmp', 'removeFromCaches', 'removeFromDBCache']",[]
711,Javascript,chrome/content/zotero/xpcom,uiProperties.js,[],[]
712,Javascript,chrome/content/zotero/xpcom,uri.js,[],[]
713,Javascript,chrome/content/zotero/xpcom,users.js,[],[]
715,Javascript,chrome/content/zotero/xpcom,utilities_internal.js,"['toHexString', 'toHexString', 'toHexString', 'onOutputStreamReady', 'processNextValue', 'addCompatibilityMappings', 'getKeyAndValue', '_createMenuitem', '_createMenu', 'onOpen', 'hyphenToCamel', 'getAttributes', 'evaluateIdentifier', 'evaluateStatement', 'splitStatement', 'evaluateCondition', 'handler', '_X11BringToForeground', '_X11FindWindow', '_X11GetProperty']",[]
716,Javascript,chrome/content/zotero/xpcom,zotero.js,"['_checkDataDirAccessError', 'getStorageDirectory', 'func', 'innerFunc', 'debug', 'setFontSize', 'flattenArguments', 'getAncestorByTagName', '_showWindowZoteroPaneOverlay', '_hideWindowZoteroPaneOverlay', '_shouldKeepError', '_checkRoot', '_checkExecutableLocation', 'init', 'windowInit', 'getCommand']",[]
717,Javascript,chrome/content/zotero,zotero-autocomplete.js,['ZoteroAutoComplete'],[]
718,Javascript,chrome/content/zotero,zotero.mjs,"['ZoteroContext', 'makeZoteroContext', 'addInitCallback', 'isStandalone', 'getOS', 'isMac', 'isWin', 'isLinux']",[]
719,Javascript,chrome/content/zotero,zoteroPane.js,"['modifierIsNotShift', 'setUpKeyboardNavigation', 'moveFocus', 'cmdOrCtrlOnly', 'clearCollectionSearch', 'focusCollectionTree', 'addFocusHandlers', '_loadPane', 'destroy', 'isFullScreen', 'captureKeyDown', 'handleKeyDown', 'handleKeyUp', 'handleKeyPress', 'removeTypeChangeHandler', 'isSelected', 'getSelectedCollection', 'getSelectedSavedSearch', 'getSortField', 'getSortDirection', 'openPopup', 'attachmentsWithExtractableAnnotations', 'isAttachmentWithExtractableAnnotations', 'setItemsPaneMessage', 'clearItemsPaneMessage', '_showPageSaveStatus', 'processor', 'launchFile', 'sniffType', 'viewSelectedAttachment', 'split', 'join', 'reportErrors']",[]
2628,Javascript,chrome/skin/default/zotero/timeline,bundle.js,"['fError', 'fDone', 'fError', 'fDone', 'fError', 'fDone', 'fError', 'fDone', 'parseVersionString', 'indexOf', 'clearInDay', 'clearInYear', 'handler2', 'setImg', 'createImg', 'f', 'f', 'createTable', 'incrementDate', 'incrementDate', 'incrementDate', 'incrementDate', 'layoutInstant', 'layoutDuration', 'layoutEvent', 'appendIcon', 'createHighlightDiv', 'createInstantDiv', 'createDurationDiv', 'attachClickEvent', 'createEventDiv']",[]
2629,Javascript,chrome/skin/default/zotero/timeline,timeline-api.js,"['parseURLParameters', 'getHead', 'includeJavascriptFile', 'includeCssFile', 'tryExactLocale', 'tryLocale']",[]
2631,Javascript,chrome/skin/default/zotero/timeline,timelineControls.js,"['initLocaleBundle', 'getString', 'getTimeline', 'getHeight', 'wasChanged', 'doKeyPress', 'getMonthNum', 'createDate', 'getTimelineDate', 'checkDate', 'changeBand', 'createOption', 'getFull', 'createQueryString', 'setupOtherControls', 'getQueryString', 'replaceQueryString', 'centerTimeline', 'setupFilterHighlightControls', 'handler', 'onKeyPress', 'cleanString', 'performFiltering', 'clearAll']",[]
2674,Javascript,defaults/preferences,zotero.js,[],[]
2675,Javascript,,eslint.config.mjs,[],[]
2677,Javascript,js-build,babel-worker.js,"['babelWorker', 'postError']",[]
2678,Javascript,js-build,browserify.js,['getBrowserify'],[]
2679,Javascript,js-build,build.js,[],[]
2680,Javascript,js-build,clean.js,['getClean'],[]
2681,Javascript,js-build,config.js,[],[]
2682,Javascript,js-build,copy.js,['getCopy'],[]
2683,Javascript,js-build,ftl-to-json.mjs,['getJSON'],"['ftlToJSON', 'fs', 'dirname', 'join', 'fileURLToPath', 'ftlFileBaseNames', 'onError', 'onProgress', 'onSuccess']"
2684,Javascript,js-build,js.js,['getJS'],[]
2685,Javascript,js-build,localize-ftl.mjs,"['getLocaleDir', 'getFTL']","['ftlToJSON', 'JSONToFtl', 'fs', 'dirname', 'join', 'fileURLToPath', 'ftlFileBaseNames', 'onError', 'onProgress', 'onSuccess']"
2686,Javascript,js-build,note-editor.js,['getZoteroNoteEditor'],[]
2687,Javascript,js-build,pdf-reader.js,['getPDFReader'],[]
2688,Javascript,js-build,pdf-worker.js,['getPDFWorker'],[]
2689,Javascript,js-build,sass.js,['getSass'],[]
2690,Javascript,js-build,symlinks.js,['getSymlinks'],[]
2691,Javascript,js-build,utils.js,"['onError', 'onSuccess', 'onProgress', 'getSignatures', 'writeSignatures', 'recursivelyRemoveEmptyDirsUp', 'cleanUp', 'getFileSignature', 'compareSignatures', 'getPathRelativeTo', 'formatDirsForMatcher', 'comparePaths', 'debounce', 'envCheckTrue']",[]
2692,Javascript,js-build,watch.js,"['addOmniFiles', 'processFile', 'processFiles', 'batchProcessFiles', 'getWatch']",[]
2700,Javascript,resource,bluebird.js,[],[]
2701,Javascript,resource,concurrentCaller.js,"['ConcurrentCaller', 'runFunc']",[]
2702,Javascript,resource,config.js,[],[]
2703,Javascript,resource,csl-validator.js,"['loadPackage', 'runWithFS', 'quit_', 'locateFile', 'logExceptionOnExit', 'setTempRet0', 'c', 'l', 'p', 'v', 'x', 'z', 'A', 'B', 'ma', 'Rb', 'Ld', 'Ag', 'Sg', 'Qb', 'ji', 'ub', 'Ed', 'Cb', 'sh', 'Bg', 'Tg', 'zd', 'ke', 'hf', 'Hd', '_b', 'th', 'Ea', 'fb', 'ed', 'Rh', 'Ud', 'Zd', 'Xc', 'Wa', 'Mc', 'Aa', 'qe', 'Ad', 'se', 'Je', 'qg', 'Jg', 'jc', 'kc', 'je', 'de', 'Hc', 'Nd', 'zg', 'Rg', 'vc', 'Td', 'ab', 'Yd', 'Rc', 'ff', 'nd', 'Ee', 'cb', 'Lc', 'ih', 'ec', 'he', 'af', 'ug', 'Ng', 'mc', 'Ub', 'fe', 'hb', 'Ia', 'Jc', 'Nc', 'yg', 'Qg', 'He', 'Kc', 'Da', 'ra', 'Md', 'lb', 'qh', 'nb', 'oc', 'jd', 'Qc', 'Fh', 'nc', '$b', 'Le', 'Pa', 'Ja', 'Xd', 'Sd', 'wc', 'Gb', 'Vd', '$d', 'mb', 'kb', 'yd', 'ce', 'lg', 'Eg', 'Xa', 'Wc', 'qa', 'Sb', 'pe', 'li', 'Tb', 'wa', 'hh', 'Ha', 'ph', 'ac', 'Ya', 'dd', 'we', 'dc', 'pg', 'tb', 'lc', 'hd', 'Ig', 'ib', 'wg', 'Pg', 'Dd', 'Ga', 'vg', 'Og', 'wb', 'Lh', 'Fd', 'Od', 'gd', 'pd', 'kf', 'Ob', 'db', 'Ca', 'ee', 'Df', 'be', 'qd', 'id', 'sg', 'Lg', 'me', 'ah', 'oe', 'og', 'Hg', 'Kf', 'yb', 'pb', 'mh', 'oh', 'nh', 've', 'Rd', 'uf', 'qc', 'cd', 'Ab', 'bh', 'le', 'Wh', 'Oc', 'ie', 'Fe', 'te', '$e', 'Se', 're', 'ne', 'Gg', 'jb', 'ng', 'Fb', 'Ib', 'vh', 'Ah', 'Fa', 'Ra', 'Cd', 'yc', 'cc', 'Na', 'gh', 'Ke', 'ld', 'Bf', 'mg', 'Fg', 'vf', 'xb', 'zc', 'fh', 'Cc', 'Eh', '_c', 'rc', 'Pc', 'gb', 'eh', 'Pe', 'Pb', 'Vg', 'jg', 'Sf', 'xe', 'dh', 'La', 'eg', 'Gh', 'Vc', 'Uf', 'Qf', 'ig', 'md', '$c', 'sf', 'Ic', 'Oe', 'Xh', 'kg', 'Zc', 'ei', 'Yc', 'Rf', 'rb', 'Nh', 'If', 'Dg', 'Qh', 'sc', 'Ze', 'Xe', 'Ff', 'ud', 'vd', 'sd', 'fc', 'bb', 'uc', 'tc', 'fg', 'Dc', 'kd', 'tf', 'Za', 'Ue', 'Wb', '_e', 'ua', 'Ye', 'xa', 'Yh', 'Tf', 'Kh', 'ad', 'va', 'Ba', 'nf', 'Jb', 'Xb', 'Ug', 'fi', 'Lb', 'Qa', 'qf', 'dg', 'ag', 'Xf', 'ch', 'xf', 'wf', 'Id', 'Jf', 'Cf', 'Uh', 'Nf', 'rf', '_f', '$f', 'Hf', 'hg', 'Jh', 'Cg', 'yf', 'Wf', 'Gf', 'Af', 'Zf', 'Yf', 'Ef', 'Gd', 'zf', 'of', 'Pf', 'Of', 'Mf', 'Lf', 'ki', 'cg', 'bg', 'De', 'pa', 'pf', 'fd', 'Oa', 'tg', 'Mg', 'rg', 'Kg', '_a', 'Oh', 'ue', 'lh', 'kh', 'Ie', 'Jd', 'Bc', 'hc', 'Va', 'Zb', 'rd', 'Ge', 'Bb', 'td', 'Sh', 'jf', 'Sa', 'ya', '_g', 'Xg', 'sa', 'Ec', 'Ih', 'Hh', 'zh', 'ge', 'Wd', 'Yg', '$g', 'ic', '_h', 'jh', '$a', 'wh', 'Ne', 'Nb', 'Fc', 'Bh', 'za', 'gc', 'Me', 'Ce', 'Bd', 'gf', 'Wg', 'Pd', 'sb', 'Vf', 'Vh', 'bd', 'ob', 'Ac', 'bf', 'uh', 'mi', 'eb', 'ta', 'ci', 'Qe', 'xc', 'vb', 'Ua', 'Ma', 'Qd', 'ai', 'Ve', '$h', 'yh', 'xh', 'Dh', 'Ch', 'Hb', 'bc', 'Te', 'Ph', 'Db', 'gg', 'Be', 'di', 'pc', 'gi', 'Uc', 'Zh', 'Th', 'wd', 'ii', 'hi', 'Kb', 'zb', 'cf', 'bi', 'We', 'rh', 'xg', 'lf', 'Vb', 'Ta', 'Mh', 'Mb', 'Gc', 'Re', 'Zg', 'Tc', 'ze', 'ye', 'Ae', 'od', 'Sc', 'Yb', 'Ka', 'Eb', 'qb', 'ae', '_d', 'xd', 'mf', 'Kd', 'ef', 'df', 'la', 'assert', 'UTF8ArrayToString', 'UTF8ToString', 'stringToUTF8Array', 'stringToUTF8', 'lengthBytesUTF8', 'allocateUTF8OnStack', 'updateGlobalBufferAndViews', 'keepRuntimeAlive', 'preRun', 'initRuntime', 'preMain', 'exitRuntime', 'postRun', 'addOnPreRun', 'addOnInit', 'addOnPostRun', 'getUniqueRunDependency', 'addRunDependency', 'removeRunDependency', 'abort', 'isDataURI', 'isFileURI', 'getBinary', 'getBinaryPromise', 'createWasm', 'receiveInstance', 'receiveInstantiationResult', 'instantiateArrayBuffer', 'instantiateAsync', 'callRuntimeCallbacks', 'withStackSave', 'demangle', 'demangleAll', 'getWasmTableEntry', 'handleException', 'jsStackTrace', 'setWasmTableEntry', 'stackTrace', '___assert_fail', 'getRandomDevice', 'trim', 'zeroMemory', 'alignMemory', 'mmapAlloc', 'asyncLoad', 'doCallback', 'done', 'LazyUint8Array', 'doXHR', 'processData', 'finish', 'finish', 'finish', '___syscall_open', '_emscripten_memcpy_big', '_emscripten_get_heap_max', 'abortOnCannotGrowMemory', '_emscripten_resize_heap', '_exit', '_fd_close', '_fd_read', '_fd_seek', '_fd_write', '_setTempRet0', '_time', 'FSNode', 'intArrayFromString', 'intArrayToString', 'intArrayFromBase64', 'tryParseAsDataURI', 'ExitStatus', 'callMain', 'run', 'doRun', 'exit', 'procExit', 'validate']",[]
2704,Javascript,resource,diff.js,"['diff_main', 'diff_compute_', 'diff_bisect_', 'diff_bisectSplit_', 'diff_commonPrefix', 'diff_commonSuffix', 'diff_halfMatch_', 'diff_halfMatchI_', 'diff_cleanupMerge', 'is_surrogate_pair_start', 'is_surrogate_pair_end', 'starts_with_pair_end', 'ends_with_pair_start', 'remove_empty_tuples', 'make_edit_splice', 'find_cursor_edit_diff', 'diff']",[]
2705,Javascript,resource/feeds,FeedProcessor.js,"['LOG', 'strToURI', 'isArray', 'isObject', 'isFunction', 'stripTags', 'findAtomLinks', 'xmlEscape', 'makePropGetter', 'FeedResult', 'Feed', 'Entry', 'TextConstruct', 'Generator', 'Person', 'fieldsToObj', 'atomGenerator', 'atomLogo', 'rssCatTerm', 'rssGuid', 'rssAuthor', 'XHTMLHandler', 'ExtensionHandler', 'ElementInfo', 'FeedElementInfo', 'WrapperElementInfo', 'FeedProcessor']",[]
2706,Javascript,resource/feeds,SAXXMLReader.js,[],[]
2720,Javascript,resource,polyfill.js,[],[]
2723,Javascript,resource,require.js,['getZotero'],[]
2738,Javascript,resource/tinymce/langs,ar.js,[],[]
2739,Javascript,resource/tinymce/langs,bg_BG.js,[],[]
2740,Javascript,resource/tinymce/langs,ca.js,[],[]
2741,Javascript,resource/tinymce/langs,cs_CZ.js,[],[]
2742,Javascript,resource/tinymce/langs,da.js,[],[]
2743,Javascript,resource/tinymce/langs,de.js,[],[]
2744,Javascript,resource/tinymce/langs,el.js,[],[]
2745,Javascript,resource/tinymce/langs,es.js,[],[]
2746,Javascript,resource/tinymce/langs,et.js,[],[]
2747,Javascript,resource/tinymce/langs,eu.js,[],[]
2748,Javascript,resource/tinymce/langs,fa_IR.js,[],[]
2749,Javascript,resource/tinymce/langs,fi.js,[],[]
2750,Javascript,resource/tinymce/langs,fr_FR.js,[],[]
2751,Javascript,resource/tinymce/langs,gl.js,[],[]
2752,Javascript,resource/tinymce/langs,he_IL.js,[],[]
2753,Javascript,resource/tinymce/langs,hr.js,[],[]
2754,Javascript,resource/tinymce/langs,hu_HU.js,[],[]
2755,Javascript,resource/tinymce/langs,id.js,[],[]
2756,Javascript,resource/tinymce/langs,is_IS.js,[],[]
2757,Javascript,resource/tinymce/langs,it.js,[],[]
2758,Javascript,resource/tinymce/langs,ja.js,[],[]
2759,Javascript,resource/tinymce/langs,km_KH.js,[],[]
2760,Javascript,resource/tinymce/langs,ko_KR.js,[],[]
2761,Javascript,resource/tinymce/langs,lt.js,[],[]
2762,Javascript,resource/tinymce/langs,nb_NO.js,[],[]
2763,Javascript,resource/tinymce/langs,nl.js,[],[]
2764,Javascript,resource/tinymce/langs,pl.js,[],[]
2765,Javascript,resource/tinymce/langs,pt_BR.js,[],[]
2766,Javascript,resource/tinymce/langs,pt_PT.js,[],[]
2767,Javascript,resource/tinymce/langs,ro.js,[],[]
2768,Javascript,resource/tinymce/langs,ru.js,[],[]
2769,Javascript,resource/tinymce/langs,sk.js,[],[]
2770,Javascript,resource/tinymce/langs,sl_SI.js,[],[]
2771,Javascript,resource/tinymce/langs,sv_SE.js,[],[]
2772,Javascript,resource/tinymce/langs,th_TH.js,[],[]
2773,Javascript,resource/tinymce/langs,tr_TR.js,[],[]
2774,Javascript,resource/tinymce/langs,uk.js,[],[]
2775,Javascript,resource/tinymce/langs,vi_VN.js,[],[]
2776,Javascript,resource/tinymce/langs,zh_CN.js,[],[]
2777,Javascript,resource/tinymce/langs,zh_TW.js,[],[]
2779,Javascript,resource/tinymce,locale.js,['setLocale'],[]
2782,Javascript,resource/tinymce/plugins/autolink,plugin.min.js,"['m', 'y', 'o', 'k', 'p', 'r', 't']",[]
2783,Javascript,resource/tinymce/plugins/code,plugin.min.js,"['o', 'i', 'c', 'd', 'e', 'u', 'a']",[]
2784,Javascript,resource/tinymce/plugins/contextmenu,plugin.min.js,"['o', 'e', 'i', 'r', 'u', 's', 'a', 'f', 'm', 'c', 'y', 'x']",[]
2785,Javascript,resource/tinymce/plugins/directionality,plugin.min.js,"['e', 'i', 'n', 'o']",[]
2786,Javascript,resource/tinymce/plugins/link,plugin.min.js,"['e', 'o', 'i', 'p', 'a', 'r', 'k', 'y', '_', 'w', 'C', 'O', 'R', 'N', 's', 'f', 'a', 'd', 'm', 'v', 'g', 'h', 'L', 'P', 'E', 'S', 'K', 'q', 'i', 'V', 'z', 'h', 'x', 'H', 'J', '$', 'j', 'G', 'X', 'Q', 'W', 'Y', 'Z', 't', 'tt', 'et', 'nt', 'ot', 'it']",[]
2787,Javascript,resource/tinymce/plugins/lists,plugin.min.js,"['g', 'h', 'y', 'N', 'S', 'C', 'O', 'T', 'D', 'L', 'E', 'w', 'k', 'A', 'R', 'e', 'I', 'e', '_', 'B', 'j', '$', 'e', 'n', 'r', 'W', 'Q', 'Y', 'G', 'J', 'Z', 'ne', 're', 'oe', 'ue', 'ae', 'se', 'fe', 'de', 'le', 'me', 'ge', 've', 'ye', 'Se', 'Ce', 'Oe', 'be', 'r', 'Te', 'De', 'we', 'ke', 'Be', 'Pe', 'Ue', 'Fe', 'je', 'He', 'qe', 'Ve', 'Ge', 'Ze', 'en', 'nn', 'tn', 'rn', 'on', 'an', 'sn', 'cn', 'fn', 'dn', 'ln', 'mn', 'gn', 'pn', 'vn', 'hn', 'yn', 'Nn', 'Sn', 'Cn', 'On', 'bn', 'Ln', 'En', 't', 'wn', 'kn', 'xn', 'Rn', 'In', '_n', 'Bn', 'Mn', 'Un', 'Fn', 'jn', 'Hn', '$n', 'qn', 'Wn', 'zn', 'Kn', 'Vn', 'Xn', 'Qn', 'Yn', 'Gn', 'et', 'nt', 'tt', 'rt', 'ot', 'it', 'ut', 'at', 'st', 'ct', 'ft', 'lt', 'mt', 'gt', 'pt', 'vt', 'ht', 'yt']",[]
2788,Javascript,resource/tinymce/plugins/nonbreaking,plugin.min.js,"['i', 'e', 'a', 't', 'r']",[]
2789,Javascript,resource/tinymce/plugins/paste,plugin.min.js,"['b', 'c', 'd', 'e', 'h', 'a', 'b', 'c', 'c', 'd', 'e', 'c', 'd', 'e', 'f', 'j', 'g', 'f', 'a', 'g', 'h', 'i', 'h', 'j', 'k', 'l', 'm', 'd', 'e', 'f', 'f', 'b', 'g', 'h', 'g', 'h', 'i', 'j', 'b', 'c', 'd', 'f', 'k', 'l', 'm', 'c', 'd', 'e', 'f', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'm', 'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'c', 'w', 'x', 'y', 'z', 'A', 'a', 'd', 'c', 'e', 'e', 'f', 'g', 'h', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'e', 'f', 'g', 'h', 'i', 'j', 'h', 'i', 'j']",[]
2790,Javascript,resource/tinymce/plugins/searchreplace,plugin.min.js,"['r', 'n', 'h', 's', 'g', 'm', 'o', 'f', 'v', 'x', 'b', 'N', 'y', 'k', 'C', 'n', 'a', 'c', 'l', 'i', 'd', 'c']",[]
2791,Javascript,resource/tinymce/plugins/textcolor,plugin.min.js,"['n', 'g', 'r', 'e', 'o', 'l', 'c', 'u', 'm', 's', 'd', 'f', 'b', 'p', 'C', 'v', 'P', 'f', 'k', 'x', 'T', 'l', '_', 'A']",[]
2800,Javascript,resource/tinymce/themes/modern,theme.min.js,"['d', 'c', 'f', 'm', 'g', 'p', 's', 'x', 'R', 'a', 'C', 'k', 'H', 'N', 'W', 'e', 't', 'i', 'O', 'B', 'n', 'z', 'F', 'U', 'V', 'Y', 'o', 'n', 'r', 't', 's', 'a', '$', 'J', 'G', 'K', 'Z', 'Q', 'ee', 'ie', 're', 'oe', 'se', 'le', 'ue', 'de', 'he', 'me', 'ge', 'pe', 've', 't', 'ye', 'xe', 'Ce', 'Ee', 'ke', 'He', 'Se', 'i', 'Pe', 'We', 't', 'De', 'Oe', 's', 'r', 'a', 'c', 'qe', 'e', 'je', 'r', 'rt', 'ot', 'o', 's', 'u', 'c', 'at', 'lt', 'i', 's', 'a', 'l', 'u', 'c', 'd', 'f', 'h', 'm', 'g', 'p', 'v', 'b', 'y', 't', 'dt', 'ft', 'n', 't', 'e', '_t', 'Rt', 'Ct', 't', 'Et', 'Ht', 'St', 'r', 'o', 'u', 'c', 'Tt', 'n', 'Mt', 'Nt', 'n', 'i', 'n', 'Ot', 'Bt', 's', 'It', 'Ft', 'n', 'Xt', 's', 't', 'n', 'u', 'c', 'e', 't', 'e', 'a', 'e', 'pn', 'i', 'wn', '_n', 'En', 'kn', 'Pn', 'Wn', 'On', 'An', 'Bn', 'Ln', 'In', 'Yn', 'jn', 'Gn', 'Qn', 'ei', 'ti', 'ni', 'ii', 'ri', 'oi', 'si', 'ai', 'li', 'ui', 'ci', 'fi', 'hi', 'mi', 'gi', 'd', 'f', 'pi', 'vi', 'bi', 'Ri', 'Ci', 'Ei', 'i', 'ki', 'Hi', 'Si', 'Ti', 'Mi', 'Ni', 'Pi', 'Wi', 'Di', 'Oi', 'Ai', 'Bi', 'Li', 'zi', 'Ii', 'Fi', 'Ui', 'Vi', 'Yi', '$i', 'qi', 'Xi', 'ji', 't', 'Ji', 'Gi', 'i', 'c', 'd', 'f', 'cr', 'fr', 'hr', 'mr', 't', 'wr', '_r']",[]
