Directory,File Name,Function Types,Function Names,Function Params
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,isFullScreen,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,captureKeyDown,event
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,handleKeyDown,event
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,handleKeyDown,from
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,notify,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,handleKeyUp,event
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,handleKeyPress,event
chrome/content/zotero,zoteroPane.js,FunctionExpression,removeTypeChangeHandler,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onSelectionChange,selection
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onContextMenu,...args
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onActivate,event
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onActivate,items
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onSelectionChange,prevSelection
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onContextMenu,...args
chrome/content/zotero,zoteroPane.js,FunctionExpression,isSelected,object
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onProgress,progress
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onProgress,progressMax
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,notify,event
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,notify,event
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,getSelectedCollection,asID
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,getSelectedSavedSearch,asID
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,getSortField,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,getSortDirection,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,openPopup,popup
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,openPopup,screenX
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,openPopup,screenY
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,oncommand,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,attachmentsWithExtractableAnnotations,item
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,isAttachmentWithExtractableAnnotations,item
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,setItemsPaneMessage,content
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,setItemsPaneMessage,lock
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,clearItemsPaneMessage,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,_showPageSaveStatus,title
chrome/content/zotero,zoteroPane.js,FunctionExpression,processor,doc
chrome/content/zotero,zoteroPane.js,AsyncFunctionExpression,launchFile,path
chrome/content/zotero,zoteroPane.js,AsyncFunctionExpression,launchFile,item
chrome/content/zotero,zoteroPane.js,AsyncFunctionExpression,sniffType,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,onclick,event
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,isHidden,NONE
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,viewSelectedAttachment,event
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,viewSelectedAttachment,noLocateOnMissing
chrome/content/zotero,zoteroPane.js,FunctionExpression,split,path
chrome/content/zotero,zoteroPane.js,FunctionExpression,join,base
chrome/content/zotero,zoteroPane.js,FunctionExpression,join,...segments
chrome/content/zotero,zoteroPane.js,FunctionDeclaration,reportErrors,NONE
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,observe,aSubject
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,observe,aTopic
chrome/content/zotero,zoteroPane.js,ObjectPropertyFunction,observe,aData
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,statusText
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,status
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fDone,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,statusText
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,status
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fDone,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,statusText
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,status
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fDone,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,statusText
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,status
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fError,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,fDone,xmlhttp
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,onAddMany,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,onClear,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,parseVersionString,s
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,indexOf,s
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,indexOf,sub
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,indexOf,start
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,hasNext,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,next,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,_findNext,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,hasNext,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,next,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,clearInDay,d
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,clearInYear,d
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,handler2,evt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,close,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,setImg,elmt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,setImg,url
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,setImg,width
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,setImg,height
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createImg,url
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createImg,left
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createImg,top
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createImg,width
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createImg,height
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,f,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,f,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createTable,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,incrementDate,date
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,incrementDate,date
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,incrementDate,zone
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,incrementDate,date
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,labelInterval,date
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,labelInterval,intervalUnit
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,incrementDate,date
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,labelInterval,date
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,labelInterval,intervalUnit
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,onAddMany,NONE
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutInstant,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutInstant,startPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutInstant,endPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutInstant,streamOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutDuration,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutDuration,startPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutDuration,endPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutDuration,streamOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,layoutEvent,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,appendIcon,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,appendIcon,div
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createHighlightDiv,highlightIndex
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createHighlightDiv,startPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createHighlightDiv,length
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createHighlightDiv,highlightOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createHighlightDiv,highlightWidth
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,startPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,endPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,streamOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,highlightIndex
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,highlightOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createInstantDiv,highlightWidth
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,startPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,endPixel
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,streamOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,highlightIndex
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,highlightOffset
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createDurationDiv,highlightWidth
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,attachClickEvent,elmt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createEventDiv,evt
chrome/skin/default/zotero/timeline,bundle.js,FunctionExpression,createEventDiv,highlightIndex
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getID,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,isInstant,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,isImprecise,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getStart,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getEnd,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getLatestStart,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getEarliestEnd,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getText,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getDescription,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getImage,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getLink,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getIcon,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getColor,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getTextColor,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getProperty,name
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getWikiURL,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,getWikiSection,NONE
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,setWikiInfo,wikiURL
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,setWikiInfo,wikiSection
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillDescription,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillWikiInfo,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillTime,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillTime,labeller
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillInfoBubble,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillInfoBubble,theme
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,fillInfoBubble,labeller
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,hBottomStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,hBottomEmphasizedStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,hTopStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,hTopEmphasizedStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,vRightStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,vRightEmphasizedStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,vLeftStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,vLeftEmphasizedStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,titleStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,bodyStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,imageStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,wikiStyler,elmt
chrome/skin/default/zotero/timeline,bundle.js,ObjectPropertyFunction,timeStyler,elmt
chrome/skin/default/zotero/timeline,timeline-api.js,FunctionExpression,parseURLParameters,parameters
chrome/skin/default/zotero/timeline,timeline-api.js,FunctionExpression,getHead,NONE
chrome/skin/default/zotero/timeline,timeline-api.js,FunctionExpression,includeJavascriptFile,url
chrome/skin/default/zotero/timeline,timeline-api.js,FunctionExpression,includeCssFile,url
chrome/skin/default/zotero/timeline,timeline-api.js,FunctionExpression,tryExactLocale,locale
chrome/skin/default/zotero/timeline,timeline-api.js,FunctionExpression,tryLocale,locale
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,initLocaleBundle,NONE
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getString,name
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getString,params
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getTimeline,NONE
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getHeight,NONE
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,wasChanged,current
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,doKeyPress,e
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getMonthNum,month
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,createDate,date
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getTimelineDate,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,checkDate,date
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,changeBand,queryString
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,changeBand,band
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,changeBand,intervals
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,changeBand,selectedIndex
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,createOption,t
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,createOption,selected
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getFull,a
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,createQueryString,theQueryValue
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,createQueryString,except
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,createQueryString,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupOtherControls,div
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupOtherControls,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupOtherControls,queryString
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,getQueryString,NONE
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,replaceQueryString,queryString
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,centerTimeline,date
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupFilterHighlightControls,div
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupFilterHighlightControls,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupFilterHighlightControls,bandIndices
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,setupFilterHighlightControls,theme
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionExpression,handler,elmt
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionExpression,handler,evt
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionExpression,handler,target
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,onKeyPress,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,onKeyPress,bandIndices
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,onKeyPress,table
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,cleanString,s
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,performFiltering,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,performFiltering,bandIndices
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,performFiltering,table
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,clearAll,timeline
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,clearAll,bandIndices
chrome/skin/default/zotero/timeline,timelineControls.js,FunctionDeclaration,clearAll,table
defaults/preferences,zotero.js,NONE,NONE,NONE
NONE,eslint.config.mjs,NONE,NONE,NONE
js-build,babel-worker.js,AsyncFunctionDeclaration,babelWorker,ev
js-build,babel-worker.js,FunctionExpression,postError,error
js-build,browserify.js,AsyncFunctionDeclaration,getBrowserify,signatures
js-build,build.js,NONE,NONE,NONE
js-build,clean.js,AsyncFunctionDeclaration,getClean,source
js-build,config.js,NONE,NONE,NONE
js-build,copy.js,AsyncFunctionDeclaration,getCopy,source
js-build,copy.js,AsyncFunctionDeclaration,getCopy,options
js-build,copy.js,AsyncFunctionDeclaration,getCopy,signatures
js-build,ftl-to-json.mjs,AsyncFunctionDeclaration,getJSON,NONE
js-build,js.js,AsyncFunctionDeclaration,getJS,source
js-build,js.js,AsyncFunctionDeclaration,getJS,options
js-build,js.js,AsyncFunctionDeclaration,getJS,signatures
js-build,localize-ftl.mjs,FunctionDeclaration,getLocaleDir,locale
js-build,localize-ftl.mjs,AsyncFunctionDeclaration,getFTL,NONE
js-build,note-editor.js,AsyncFunctionDeclaration,getZoteroNoteEditor,signatures
js-build,pdf-reader.js,AsyncFunctionDeclaration,getPDFReader,signatures
js-build,pdf-worker.js,AsyncFunctionDeclaration,getPDFWorker,signatures
js-build,sass.js,AsyncFunctionDeclaration,getSass,source
js-build,sass.js,AsyncFunctionDeclaration,getSass,options
js-build,sass.js,AsyncFunctionDeclaration,getSass,signatures
js-build,symlinks.js,AsyncFunctionDeclaration,getSymlinks,source
js-build,symlinks.js,AsyncFunctionDeclaration,getSymlinks,options
js-build,symlinks.js,AsyncFunctionDeclaration,getSymlinks,signatures
js-build,utils.js,FunctionDeclaration,onError,err
js-build,utils.js,FunctionDeclaration,onSuccess,result
js-build,utils.js,FunctionDeclaration,onProgress,sourcefile
js-build,utils.js,FunctionDeclaration,onProgress,outfile
js-build,utils.js,FunctionDeclaration,onProgress,operation
js-build,utils.js,AsyncFunctionDeclaration,getSignatures,NONE
js-build,utils.js,AsyncFunctionDeclaration,writeSignatures,signatures
js-build,utils.js,AsyncFunctionDeclaration,recursivelyRemoveEmptyDirsUp,dirsSeen
js-build,utils.js,AsyncFunctionDeclaration,recursivelyRemoveEmptyDirsUp,invalidDirsCount
js-build,utils.js,AsyncFunctionDeclaration,recursivelyRemoveEmptyDirsUp,removedDirsCount
js-build,utils.js,AsyncFunctionDeclaration,cleanUp,signatures
js-build,utils.js,AsyncFunctionDeclaration,getFileSignature,file
js-build,utils.js,FunctionDeclaration,compareSignatures,a
js-build,utils.js,FunctionDeclaration,compareSignatures,b
js-build,utils.js,FunctionDeclaration,getPathRelativeTo,f
js-build,utils.js,FunctionDeclaration,getPathRelativeTo,dirName
js-build,utils.js,FunctionExpression,formatDirsForMatcher,dirs
js-build,utils.js,FunctionDeclaration,comparePaths,actualPath
js-build,utils.js,FunctionDeclaration,comparePaths,testedPath
js-build,utils.js,FunctionDeclaration,debounce,func
js-build,utils.js,FunctionDeclaration,debounce,timeout
js-build,utils.js,FunctionExpression,envCheckTrue,env
js-build,watch.js,AsyncFunctionDeclaration,addOmniFiles,relPaths
js-build,watch.js,AsyncFunctionDeclaration,processFile,path
js-build,watch.js,AsyncFunctionDeclaration,processFiles,mutex
js-build,watch.js,AsyncFunctionDeclaration,batchProcessFiles,path
js-build,watch.js,AsyncFunctionDeclaration,batchProcessFiles,mutex
js-build,watch.js,AsyncFunctionDeclaration,batchProcessFiles,debouncedProcessFiles
js-build,watch.js,AsyncFunctionDeclaration,getWatch,NONE
resource,bluebird.js,NONE,NONE,NONE
resource,concurrentCaller.js,FunctionExpression,ConcurrentCaller,options
resource,concurrentCaller.js,AsyncFunctionExpression,runFunc,NONE
resource,config.js,NONE,NONE,NONE
resource,csl-validator.js,FunctionExpression,loadPackage,metadata
resource,csl-validator.js,FunctionDeclaration,runWithFS,NONE
resource,csl-validator.js,FunctionExpression,quit_,status
resource,csl-validator.js,FunctionExpression,quit_,toThrow
resource,csl-validator.js,FunctionDeclaration,locateFile,path
resource,csl-validator.js,FunctionDeclaration,logExceptionOnExit,e
resource,csl-validator.js,FunctionExpression,setTempRet0,value
resource,csl-validator.js,ObjectPropertyFunction,Memory,opts
resource,csl-validator.js,ObjectPropertyFunction,Module,binary
resource,csl-validator.js,ObjectPropertyFunction,Instance,module
resource,csl-validator.js,ObjectPropertyFunction,Instance,info
resource,csl-validator.js,FunctionDeclaration,c,d
resource,csl-validator.js,FunctionDeclaration,l,m
resource,csl-validator.js,FunctionDeclaration,l,n
resource,csl-validator.js,FunctionDeclaration,l,o
resource,csl-validator.js,FunctionDeclaration,p,q
resource,csl-validator.js,FunctionDeclaration,v,w
resource,csl-validator.js,FunctionDeclaration,x,w
resource,csl-validator.js,FunctionDeclaration,x,y
resource,csl-validator.js,FunctionDeclaration,z,NONE
resource,csl-validator.js,FunctionDeclaration,A,y
resource,csl-validator.js,FunctionDeclaration,B,y
resource,csl-validator.js,FunctionDeclaration,ma,na
resource,csl-validator.js,FunctionDeclaration,Rb,a
resource,csl-validator.js,FunctionDeclaration,Rb,b
resource,csl-validator.js,FunctionDeclaration,Rb,c
resource,csl-validator.js,FunctionDeclaration,Rb,d
resource,csl-validator.js,FunctionDeclaration,Rb,e
resource,csl-validator.js,FunctionDeclaration,Rb,f
resource,csl-validator.js,FunctionDeclaration,Rb,g
resource,csl-validator.js,FunctionDeclaration,Rb,h
resource,csl-validator.js,FunctionDeclaration,Ld,a
resource,csl-validator.js,FunctionDeclaration,Ld,b
resource,csl-validator.js,FunctionDeclaration,Ag,a
resource,csl-validator.js,FunctionDeclaration,Ag,b
resource,csl-validator.js,FunctionDeclaration,Ag,c
resource,csl-validator.js,FunctionDeclaration,Ag,d
resource,csl-validator.js,FunctionDeclaration,Sg,a
resource,csl-validator.js,FunctionDeclaration,Sg,b
resource,csl-validator.js,FunctionDeclaration,Sg,c
resource,csl-validator.js,FunctionDeclaration,Sg,d
resource,csl-validator.js,FunctionDeclaration,Qb,a
resource,csl-validator.js,FunctionDeclaration,Qb,b
resource,csl-validator.js,FunctionDeclaration,Qb,c
resource,csl-validator.js,FunctionDeclaration,Qb,d
resource,csl-validator.js,FunctionDeclaration,Qb,e
resource,csl-validator.js,FunctionDeclaration,Qb,f
resource,csl-validator.js,FunctionDeclaration,Qb,g
resource,csl-validator.js,FunctionDeclaration,ji,a
resource,csl-validator.js,FunctionDeclaration,ji,b
resource,csl-validator.js,FunctionDeclaration,ub,a
resource,csl-validator.js,FunctionDeclaration,ub,b
resource,csl-validator.js,FunctionDeclaration,ub,c
resource,csl-validator.js,FunctionDeclaration,ub,d
resource,csl-validator.js,FunctionDeclaration,Ed,a
resource,csl-validator.js,FunctionDeclaration,Cb,a
resource,csl-validator.js,FunctionDeclaration,sh,a
resource,csl-validator.js,FunctionDeclaration,sh,b
resource,csl-validator.js,FunctionDeclaration,sh,c
resource,csl-validator.js,FunctionDeclaration,sh,d
resource,csl-validator.js,FunctionDeclaration,Bg,a
resource,csl-validator.js,FunctionDeclaration,Bg,b
resource,csl-validator.js,FunctionDeclaration,Bg,c
resource,csl-validator.js,FunctionDeclaration,Bg,d
resource,csl-validator.js,FunctionDeclaration,Tg,a
resource,csl-validator.js,FunctionDeclaration,Tg,b
resource,csl-validator.js,FunctionDeclaration,Tg,c
resource,csl-validator.js,FunctionDeclaration,Tg,d
resource,csl-validator.js,FunctionDeclaration,zd,a
resource,csl-validator.js,FunctionDeclaration,zd,b
resource,csl-validator.js,FunctionDeclaration,zd,c
resource,csl-validator.js,FunctionDeclaration,zd,d
