Directory,File Name,Function Types,Function Names,Function Params
chrome/content/zotero,publicationsDialog.js,AsyncClassMethod,init,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onIntroPageShow,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onSharingPageShow,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onLicensePageShow,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onWizardNext,ev
chrome/content/zotero,publicationsDialog.js,ClassMethod,onFinish,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onIntroPageCheckboxChange,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onKeepRightsCheckboxChange,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,onLicenseAspectRadioChange,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,updateIntroPage,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,updateSharingPage,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,updateLicense,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,updateFocus,NONE
chrome/content/zotero,publicationsDialog.js,ClassMethod,updateNextButton,NONE
chrome/content/zotero,reportInterface.js,NONE,NONE,NONE
chrome/content/zotero,rtfScan.js,NONE,NONE,NONE
chrome/content/zotero,runJS.js,FunctionDeclaration,update,NONE
chrome/content/zotero,runJS.js,AsyncFunctionDeclaration,run,NONE
chrome/content/zotero,runJS.js,FunctionDeclaration,openHelp,NONE
chrome/content/zotero,runJS.js,FunctionDeclaration,handleInput,NONE
chrome/content/zotero,searchDialog.js,FunctionDeclaration,doLoad,NONE
chrome/content/zotero,searchDialog.js,FunctionDeclaration,doUnload,NONE
chrome/content/zotero,searchDialog.js,FunctionDeclaration,doAccept,NONE
chrome/content/zotero,selectItemsDialog.js,AsyncFunctionExpression,doLoad,NONE
chrome/content/zotero,selectItemsDialog.js,ObjectPropertyFunction,onSelectionChange,NONE
chrome/content/zotero,selectItemsDialog.js,ObjectPropertyFunction,onActivate,NONE
chrome/content/zotero,selectItemsDialog.js,ObjectPropertyFunction,onSelectionChange,NONE
chrome/content/zotero,selectItemsDialog.js,FunctionDeclaration,doUnload,NONE
chrome/content/zotero,selectItemsDialog.js,AsyncFunctionExpression,onCollectionSelected,NONE
chrome/content/zotero,selectItemsDialog.js,FunctionDeclaration,onSearch,NONE
chrome/content/zotero,selectItemsDialog.js,FunctionDeclaration,doAccept,NONE
chrome/content/zotero/standalone,basicViewer.js,FunctionDeclaration,loadURI,uri
chrome/content/zotero/standalone,basicViewer.js,FunctionDeclaration,loadURI,options
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,get,NONE
chrome/content/zotero/standalone,standalone.js,AsyncObjectPropertyFunction,notify,action
chrome/content/zotero/standalone,standalone.js,AsyncObjectPropertyFunction,notify,type
chrome/content/zotero/standalone,standalone.js,AsyncObjectPropertyFunction,notify,ids
chrome/content/zotero/standalone,standalone.js,AsyncObjectPropertyFunction,notify,extraData
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,decreaseFontSize,pref
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,decreaseFontSize,sizes
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,increaseFontSize,pref
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,increaseFontSize,sizes
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,init,NONE
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,toggleStore,NONE
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,update,NONE
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,submit,NONE
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,requestObserver,req
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,onProgress,request
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,onProgress,progress
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,onProgress,progressMax
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,getInterface,iid
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,QueryInterface,iid
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,view,NONE
chrome/content/zotero/standalone,standalone.js,ClassMethod,onLoad,doc
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,clear,NONE
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,restartEnabled,NONE
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,_showMenu,NONE
chrome/content/zotero/standalone,standalone.js,AsyncFunctionDeclaration,toJavaScriptConsole,NONE
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openRunJSWindow,NONE
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openStyleEditor,NONE
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openScaffold,NONE
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openWindowByType,uri
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openWindowByType,type
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openWindowByType,features
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,observe,subject
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,observe,topic
chrome/content/zotero/standalone,standalone.js,ObjectPropertyFunction,observe,data
chrome/content/zotero/standalone,standalone.js,FunctionDeclaration,openUILinkIn,url
chrome/content/zotero,tabs.js,NONE,NONE,NONE
chrome/content/zotero,tagColorChooser.js,NONE,NONE,NONE
chrome/content/zotero/test,modtime.js,NONE,NONE,NONE
chrome/content/zotero/test,test.js,NONE,NONE,NONE
chrome/content/zotero,timelineInterface.js,NONE,NONE,NONE
chrome/content/zotero,titlebar.js,FunctionExpression,onWindowClick,NONE
chrome/content/zotero,titlebar.js,FunctionDeclaration,openWindowMenu,clientX
chrome/content/zotero,titlebar.js,FunctionDeclaration,openWindowMenu,clientY
chrome/content/zotero,titlebar.js,FunctionDeclaration,openWindowMenu,callback
chrome/content/zotero,titlebar.js,FunctionExpression,getX,inputX
chrome/content/zotero,titlebar.js,FunctionExpression,getY,inputY
chrome/content/zotero,titlebar.js,ObjectPropertyFunction,observe,_subject
chrome/content/zotero,titlebar.js,ObjectPropertyFunction,observe,topic
chrome/content/zotero,titlebar.js,ObjectPropertyFunction,observe,_data
chrome/content/zotero/tools,build_typeSchemaData.js,NONE,NONE,NONE
chrome/content/zotero/tools,csledit.js,AsyncFunctionDeclaration,init,NONE
chrome/content/zotero/tools,csledit.js,FunctionDeclaration,loadCSL,cslID
chrome/content/zotero/tools,cslpreview.js,NONE,NONE,NONE
chrome/content/zotero/tools,data_generator.jsx,NONE,NONE,NONE
chrome/content/zotero/update,update-header.js,ClassMethod,connectedCallback,NONE
chrome/content/zotero/update,update-header.js,ClassMethod,observedAttributes,NONE
chrome/content/zotero/update,update-header.js,ClassMethod,attributeChangedCallback,name
chrome/content/zotero/update,update-header.js,ClassMethod,attributeChangedCallback,oldVal
chrome/content/zotero/update,update-header.js,ClassMethod,attributeChangedCallback,newVal
chrome/content/zotero/update,updates.js,FunctionDeclaration,LOG,module
chrome/content/zotero/update,updates.js,FunctionDeclaration,LOG,string
chrome/content/zotero/update,updates.js,FunctionDeclaration,openUpdateURL,event
chrome/content/zotero/update,updates.js,ClassMethod,constructor,...params
chrome/content/zotero/update,updates.js,ClassMethod,constructor,promise
chrome/content/zotero/update,updates.js,ClassMethod,abort,NONE
chrome/content/zotero/update,updates.js,ClassMethod,promise,NONE
chrome/content/zotero/update,updates.js,ClassMethod,hasCompleted,NONE
chrome/content/zotero/update,updates.js,FunctionDeclaration,makeAbortable,promise
chrome/content/zotero/update,updates.js,FunctionDeclaration,abortAllPromises,NONE
chrome/content/zotero/update,updates.js,ClassMethod,_setButton,button
chrome/content/zotero/update,updates.js,ClassMethod,_setButton,string
chrome/content/zotero/update,updates.js,ClassMethod,setButtons,extra1ButtonString
chrome/content/zotero/update,updates.js,ClassMethod,setButtons,extra2ButtonString
chrome/content/zotero/update,updates.js,ClassMethod,setButtons,nextFinishButtonString
chrome/content/zotero/update,updates.js,ClassMethod,setButtons,canAdvance
chrome/content/zotero/update,updates.js,ClassMethod,setButtons,showCancel
chrome/content/zotero/update,updates.js,ClassMethod,getAUSString,key
chrome/content/zotero/update,updates.js,ClassMethod,getAUSString,strings
chrome/content/zotero/update,updates.js,ClassMethod,never,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardFinish,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardCancel,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardNext,NONE
chrome/content/zotero/update,updates.js,ClassMethod,_cacheButtonStrings,buttonName
chrome/content/zotero/update,updates.js,ClassMethod,onLoad,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onUnload,NONE
chrome/content/zotero/update,updates.js,AsyncClassMethod,getStartPageID,aCallback
chrome/content/zotero/update,updates.js,ClassMethod,updatesFoundPageId,NONE
chrome/content/zotero/update,updates.js,ClassMethod,setUpdate,update
chrome/content/zotero/update,updates.js,AsyncClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardCancel,NONE
chrome/content/zotero/update,updates.js,AsyncClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,AsyncClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onExtra1,NONE
chrome/content/zotero/update,updates.js,AsyncClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,_setStatus,status
chrome/content/zotero/update,updates.js,ClassMethod,_updateDownloadStatus,aCurr
chrome/content/zotero/update,updates.js,ClassMethod,_updateDownloadStatus,aMax
chrome/content/zotero/update,updates.js,ClassMethod,_setUpdateApplying,NONE
chrome/content/zotero/update,updates.js,ClassMethod,cleanUp,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardCancel,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onHide,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onStartRequest,request
chrome/content/zotero/update,updates.js,ClassMethod,onProgress,request
chrome/content/zotero/update,updates.js,ClassMethod,onProgress,context
chrome/content/zotero/update,updates.js,ClassMethod,onProgress,progress
chrome/content/zotero/update,updates.js,ClassMethod,onProgress,maxProgress
chrome/content/zotero/update,updates.js,ClassMethod,onStatus,request
chrome/content/zotero/update,updates.js,ClassMethod,onStatus,context
chrome/content/zotero/update,updates.js,ClassMethod,onStatus,status
chrome/content/zotero/update,updates.js,ClassMethod,onStatus,statusText
chrome/content/zotero/update,updates.js,ClassMethod,onStopRequest,request
chrome/content/zotero/update,updates.js,ClassMethod,onStopRequest,status
chrome/content/zotero/update,updates.js,ClassMethod,observe,aSubject
chrome/content/zotero/update,updates.js,ClassMethod,observe,aTopic
chrome/content/zotero/update,updates.js,ClassMethod,observe,aData
chrome/content/zotero/update,updates.js,ClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardNext,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onPageShow,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onPageShowBackground,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onWizardFinish,NONE
chrome/content/zotero/update,updates.js,ClassMethod,onExtra1,NONE
chrome/content/zotero/update,updates.js,AsyncClassMethod,onExtra2,NONE
chrome/content/zotero/update,updates.js,FunctionDeclaration,setCurrentPage,pageid
chrome/content/zotero/xpcom,annotations.js,NONE,NONE,NONE
chrome/content/zotero/xpcom,api.js,ObjectPropertyFunction,parseParams,params
chrome/content/zotero/xpcom,api.js,ObjectPropertyFunction,getLibraryPrefix,libraryID
chrome/content/zotero/xpcom,api.js,ObjectPropertyFunction,parsePath,path
chrome/content/zotero/xpcom,api.js,ObjectPropertyFunction,getGenerator,path
chrome/content/zotero/xpcom,attachments.js,AsyncFunctionExpression,nativeHandlerImport,NONE
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,process,contentType
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,process,hasNativeHandler
chrome/content/zotero/xpcom,attachments.js,AsyncFunctionDeclaration,_enforceFileType,path
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,getDomainInfo,domain
chrome/content/zotero/xpcom,attachments.js,AsyncObjectPropertyFunction,onBeforeRequest,url
chrome/content/zotero/xpcom,attachments.js,AsyncObjectPropertyFunction,onBeforeRequest,noDelay
chrome/content/zotero/xpcom,attachments.js,ObjectPropertyFunction,onAfterRequest,url
chrome/content/zotero/xpcom,attachments.js,ObjectPropertyFunction,onRequestError,e
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,urlToDomain,url
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,_getTitleFromVersion,version
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,normalizeURL,url
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,isTriedURL,url
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,addTriedURL,url
chrome/content/zotero/xpcom,attachments.js,AsyncFunctionDeclaration,beforeRequest,url
chrome/content/zotero/xpcom,attachments.js,AsyncFunctionDeclaration,beforeRequest,noDelay
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,afterRequest,url
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,handleRequestError,e
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,getSlicedCreatorsOfType,creatorType
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,getSlicedCreatorsOfType,slice
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,common,value
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,common,[ComplexParam]
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,initializeFn,name
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,initializeFn,shouldInitialize
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,initializeFn,initializeWith
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,transformName,creator
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,transformName,[ComplexParam]
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,commonCreators,value
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,commonCreators,[ComplexParam]
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,year,args
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,itemType,[ComplexParam]
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,firstCreator,args
chrome/content/zotero/xpcom,attachments.js,FunctionExpression,attachmentTitleFn,args
chrome/content/zotero/xpcom,attachments.js,FunctionDeclaration,_addToDB,options
chrome/content/zotero/xpcom,attachments.js,AsyncFunctionExpression,_postProcessFile,item
chrome/content/zotero/xpcom,browserDownload.js,ObjectPropertyFunction,shouldAttemptDownloadViaBrowser,url
chrome/content/zotero/xpcom,browserDownload.js,ClassMethod,getCaptchaLocator,url
chrome/content/zotero/xpcom,browserDownload.js,ClassMethod,_makePDFMIMETypeHandler,browser
chrome/content/zotero/xpcom,browserDownload.js,ClassMethod,_makePDFMIMETypeHandler,onPDFFound
chrome/content/zotero/xpcom,browserDownload.js,ObjectPropertyFunction,onStartRequest,name
chrome/content/zotero/xpcom,browserDownload.js,ObjectPropertyFunction,onStartRequest,_
chrome/content/zotero/xpcom,browserDownload.js,ObjectPropertyFunction,onStartRequest,channel
chrome/content/zotero/xpcom,browserDownload.js,AsyncObjectPropertyFunction,onContent,blob
chrome/content/zotero/xpcom,browserDownload.js,AsyncObjectPropertyFunction,onContent,name
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,downloadPDF,url
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,downloadPDF,path
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,downloadPDF,options
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,onLocationChange,NONE
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,downloadPDFViaViewer,url
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,downloadPDFViaViewer,path
chrome/content/zotero/xpcom,browserDownload.js,AsyncClassMethod,downloadPDFViaViewer,options
chrome/content/zotero/xpcom,browserDownload.js,ClassMethod,onOpenWindow,xulWindow
chrome/content/zotero/xpcom,browserDownload.js,ClassMethod,onCloseWindow,xulWindow
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,getLocatorString,locator
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,getLocatorString,form
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,bib
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,itemsToRemove
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,bib
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,cslEngine
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,items
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,format
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,asCitationList
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,cslEngine
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,format
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,id
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,extraToCSL,extra
chrome/content/zotero/xpcom,cite.js,FunctionDeclaration,init,NONE
chrome/content/zotero/xpcom,cite.js,FunctionDeclaration,loadAbbreviations,NONE
chrome/content/zotero/xpcom,cite.js,FunctionDeclaration,normalizeKey,key
chrome/content/zotero/xpcom,cite.js,FunctionDeclaration,lookupKey,key
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,item
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,UNKNOWN,lang
chrome/content/zotero/xpcom,cite.js,ObjectPropertyFunction,get,locale
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,error,str
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,debug,str
chrome/content/zotero/xpcom,citeproc.js,ClassMethod,toLocaleUpperCase,str
chrome/content/zotero/xpcom,citeproc.js,ClassMethod,toLocaleLowerCase,str
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkNestedBrace,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,AbbreviationSegments,NONE
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,getAbbrevsDomain,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,getAbbrevsDomain,country
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,getAbbrevsDomain,lang
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,parseLocator,item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,normalizeLocaleStr,str
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,parseNoteFieldHacks,Item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,parseNoteFieldHacks,validFieldsForType
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,parseNoteFieldHacks,allowDateOverride
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkPrefixSpaceAppend,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkPrefixSpaceAppend,prefix
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkIgnorePredecessor,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkIgnorePredecessor,prefix
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkSuffixSpacePrepend,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,checkSuffixSpacePrepend,suffix
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,TITLE_FIELD_SPLITS,seg
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,demoteNoiseWords,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,demoteNoiseWords,fld
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,demoteNoiseWords,drop_or_demote
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,extractTitleAndSubtitle,Item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,extractTitleAndSubtitle,narrowSpaceLocale
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,titlecaseSentenceOrNormal,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,titlecaseSentenceOrNormal,Item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,titlecaseSentenceOrNormal,seg
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,titlecaseSentenceOrNormal,lang
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,titlecaseSentenceOrNormal,sentenceCase
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,getSafeEscape,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,UPDATE_GROUP_CONTEXT_CONDITION,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,UPDATE_GROUP_CONTEXT_CONDITION,str
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,UPDATE_GROUP_CONTEXT_CONDITION,valueTerm
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,UPDATE_GROUP_CONTEXT_CONDITION,token
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,UPDATE_GROUP_CONTEXT_CONDITION,value
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,EVALUATE_GROUP_CONDITION,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,EVALUATE_GROUP_CONDITION,flags
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,TITLE_SPLIT,str
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,GET_COURT_CLASS,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,GET_COURT_CLASS,Item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,GET_COURT_CLASS,sortKey
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,SET_COURT_CLASSES,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,SET_COURT_CLASSES,lang
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,SET_COURT_CLASSES,myxml
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,SET_COURT_CLASSES,dataObj
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,INIT_JURISDICTION_MACROS,state
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,INIT_JURISDICTION_MACROS,Item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,INIT_JURISDICTION_MACROS,item
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,INIT_JURISDICTION_MACROS,macroName
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_listifyString,str
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_decodeHtmlEntities,str
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_getAttributes,elem
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_getAttribute,elem
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_getAttribute,attr
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_getTagName,elem
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_castObjectFromOpeningTag,elem
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_extractTextFromCompositeElement,elem
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_appendToChildren,obj
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,_extendStackWithNewChildren,obj
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,processElement,elem
chrome/content/zotero/xpcom,citeproc.js,FunctionExpression,stripPunct,str
chrome/content/zotero/xpcom,citeproc.js,FunctionExpression,getBracketPreSort,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionExpression,sortCompare,a
chrome/content/zotero/xpcom,citeproc.js,FunctionExpression,sortCompare,b
chrome/content/zotero/xpcom,citeproc.js,FunctionExpression,record,result
chrome/content/zotero/xpcom,citeproc.js,ObjectPropertyFunction,value,target
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,makeRegExp,lst
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,runStart,node
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,runEnd,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,runSingle,node
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,buildStyle,nodes
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,buildStyle,parent
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,buildStyle,node_stack
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobIsNumber,blob
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobEndsInNumber,blob
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobHasDecorations,blob
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobHasDecorations,includeQuotes
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobHasDescendantQuotes,blob
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobHasDescendantMergingPunctuation,parentChar
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,blobHasDescendantMergingPunctuation,blob
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,matchLastChar,blob
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,matchLastChar,chr
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeChars,First
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeChars,first
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeChars,Second
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeChars,second
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeChars,merge_right
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,cullRight,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,cullLeft,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,addRight,chr
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,addLeft,chr
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,matchOnRight,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,matchOnLeft,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeToRight,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,mergeToLeft,NONE
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,upward,parent
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,leftward,parent
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,downward,parent
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,swapToTheLeft,child
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,swapToTheRight,child
chrome/content/zotero/xpcom,citeproc.js,FunctionDeclaration,fix,parent
